datasets1/00001.png: JAGGED_BOUNDARY (area=3411px, blobs=1, roughness=20.844)
datasets2/00096.png: JAGGED_BOUNDARY (area=1254px, blobs=1, roughness=8.543)
datasets2/00097.png: JAGGED_BOUNDARY (area=1026px, blobs=1, roughness=9.297)
datasets2/00104.png: JAGGED_BOUNDARY (area=7528px, blobs=2, roughness=13.428)
datasets2/00113.png: JAGGED_BOUNDARY (area=7528px, blobs=2, roughness=13.428)
datasets2/00114.png: TOO_FRAGMENTED (area=1653px, blobs=17, roughness=2.532)
datasets2/00118.png: JAGGED_BOUNDARY (area=1462px, blobs=1, roughness=7.812)
datasets2/00122.png: JAGGED_BOUNDARY (area=1277px, blobs=1, roughness=8.686)
datasets2/00128.png: JAGGED_BOUNDARY (area=6942px, blobs=3, roughness=10.097)
datasets2/00140.png: JAGGED_BOUNDARY (area=6889px, blobs=1, roughness=12.095)
datasets2/00143.png: TOO_FRAGMENTED (area=1973px, blobs=20, roughness=2.024)
datasets2/00145.png: JAGGED_BOUNDARY (area=1602px, blobs=1, roughness=6.81)
datasets2/00147.png: JAGGED_BOUNDARY (area=1381px, blobs=1, roughness=9.272)
datasets2/00149.png: JAGGED_BOUNDARY (area=4550px, blobs=3, roughness=5.209)
datasets2/00152.png: JAGGED_BOUNDARY (area=1531px, blobs=1, roughness=6.821)
datasets2/00154.png: JAGGED_BOUNDARY (area=1399px, blobs=1, roughness=8.847)
datasets2/00175.png: TOO_FRAGMENTED (area=1571px, blobs=16, roughness=2.394)
datasets2/00176.png: JAGGED_BOUNDARY (area=8053px, blobs=1, roughness=6.94)
datasets2/00180.png: TOO_FRAGMENTED (area=1514px, blobs=16, roughness=2.288)
datasets2/00181.png: JAGGED_BOUNDARY (area=7336px, blobs=3, roughness=9.789)
datasets2/00187.png: JAGGED_BOUNDARY (area=5825px, blobs=2, roughness=13.265)
datasets2/00188.png: JAGGED_BOUNDARY (area=7641px, blobs=3, roughness=9.443)
datasets2/00189.png: TOO_FRAGMENTED (area=2270px, blobs=16, roughness=1.695)
datasets2/00194.png: JAGGED_BOUNDARY (area=4691px, blobs=3, roughness=5.181)
datasets2/00195.png: JAGGED_BOUNDARY (area=6025px, blobs=2, roughness=7.413)
datasets2/00207.png: JAGGED_BOUNDARY (area=4832px, blobs=2, roughness=8.418)
datasets2/00208.png: JAGGED_BOUNDARY (area=4498px, blobs=4, roughness=4.195)
datasets2/00210.png: JAGGED_BOUNDARY (area=8335px, blobs=2, roughness=12.877)
datasets2/00214.png: JAGGED_BOUNDARY (area=1177px, blobs=1, roughness=9.317)
datasets2/00227.png: JAGGED_BOUNDARY (area=1277px, blobs=1, roughness=8.686)
datasets2/00229.png: TOO_FRAGMENTED (area=1112px, blobs=16, roughness=2.649)
datasets2/00232.png: JAGGED_BOUNDARY (area=1230px, blobs=1, roughness=8.301)
datasets2/00235.png: JAGGED_BOUNDARY (area=7134px, blobs=3, roughness=9.841)
datasets2/00239.png: JAGGED_BOUNDARY (area=4550px, blobs=3, roughness=5.209)
datasets2/00240.png: JAGGED_BOUNDARY (area=1342px, blobs=1, roughness=7.335)
datasets2/00245.png: JAGGED_BOUNDARY (area=6369px, blobs=2, roughness=7.414)
datasets2/00248.png: JAGGED_BOUNDARY (area=6131px, blobs=1, roughness=6.806)
datasets2/00249.png: TOO_FRAGMENTED (area=1617px, blobs=16, roughness=2.373)
datasets2/00251.png: JAGGED_BOUNDARY (area=3842px, blobs=1, roughness=14.547)
datasets2/00252.png: JAGGED_BOUNDARY (area=4406px, blobs=4, roughness=4.336)
datasets2/00254.png: JAGGED_BOUNDARY (area=6764px, blobs=4, roughness=7.768)
datasets2/00269.png: JAGGED_BOUNDARY (area=8453px, blobs=1, roughness=7.617)
datasets2/00270.png: JAGGED_BOUNDARY (area=6875px, blobs=1, roughness=5.773)
datasets2/00272.png: JAGGED_BOUNDARY (area=1224px, blobs=1, roughness=8.49)
datasets2/00273.png: JAGGED_BOUNDARY (area=7054px, blobs=1, roughness=7.009)
datasets2/00280.png: JAGGED_BOUNDARY (area=6609px, blobs=1, roughness=7.23)
datasets2/00283.png: JAGGED_BOUNDARY (area=1644px, blobs=1, roughness=6.696)
datasets2/00284.png: JAGGED_BOUNDARY (area=6071px, blobs=1, roughness=6.757)
datasets2/00286.png: JAGGED_BOUNDARY (area=6515px, blobs=3, roughness=9.988)
datasets2/00292.png: JAGGED_BOUNDARY (area=1595px, blobs=1, roughness=8.819)
datasets2/00299.png: JAGGED_BOUNDARY (area=7897px, blobs=1, roughness=6.708)
datasets2/00300.png: JAGGED_BOUNDARY (area=9173px, blobs=1, roughness=7.489)
datasets2/00309.png: JAGGED_BOUNDARY (area=5996px, blobs=2, roughness=7.29)
datasets2/00314.png: JAGGED_BOUNDARY (area=4550px, blobs=3, roughness=5.209)
datasets2/00317.png: JAGGED_BOUNDARY (area=4465px, blobs=2, roughness=8.649)
datasets2/00321.png: JAGGED_BOUNDARY (area=1399px, blobs=1, roughness=8.847)
datasets2/00328.png: JAGGED_BOUNDARY (area=6304px, blobs=2, roughness=7.405)
datasets2/00332.png: JAGGED_BOUNDARY (area=1399px, blobs=1, roughness=8.847)
datasets2/00334.png: JAGGED_BOUNDARY (area=5407px, blobs=1, roughness=6.168)
datasets2/00341.png: TOO_FRAGMENTED (area=1672px, blobs=17, roughness=2.44)
datasets2/00342.png: JAGGED_BOUNDARY (area=1267px, blobs=1, roughness=7.07)
datasets2/00353.png: JAGGED_BOUNDARY (area=6640px, blobs=1, roughness=13.157)
datasets2/00358.png: JAGGED_BOUNDARY (area=1630px, blobs=1, roughness=7.259)
datasets2/00362.png: JAGGED_BOUNDARY (area=7528px, blobs=2, roughness=13.428)
datasets2/00366.png: JAGGED_BOUNDARY (area=1502px, blobs=1, roughness=6.653)
datasets2/00368.png: JAGGED_BOUNDARY (area=1399px, blobs=1, roughness=8.847)
datasets2/00371.png: JAGGED_BOUNDARY (area=7054px, blobs=1, roughness=7.009)
datasets2/00372.png: JAGGED_BOUNDARY (area=7804px, blobs=3, roughness=8.878)
datasets2/00377.png: JAGGED_BOUNDARY (area=6176px, blobs=1, roughness=7.103)
datasets2/00378.png: JAGGED_BOUNDARY (area=6723px, blobs=3, roughness=10.667)
datasets2/00382.png: TOO_FRAGMENTED (area=2312px, blobs=19, roughness=2.311)
datasets2/00386.png: JAGGED_BOUNDARY (area=7154px, blobs=4, roughness=7.329)
datasets2/00388.png: JAGGED_BOUNDARY (area=4408px, blobs=4, roughness=4.426)
datasets2/00391.png: TOO_FRAGMENTED (area=2052px, blobs=16, roughness=1.66)
datasets2/00393.png: JAGGED_BOUNDARY (area=1399px, blobs=1, roughness=8.847)
datasets2/00405.png: JAGGED_BOUNDARY (area=1399px, blobs=1, roughness=8.847)
datasets2/00418.png: TOO_FRAGMENTED (area=1514px, blobs=16, roughness=2.288)
datasets2/00422.png: JAGGED_BOUNDARY (area=6057px, blobs=1, roughness=7.305)
datasets2/00425.png: JAGGED_BOUNDARY (area=1325px, blobs=1, roughness=7.376)
datasets2/00426.png: TOO_FRAGMENTED (area=1773px, blobs=18, roughness=2.338)
datasets2/00428.png: TOO_FRAGMENTED (area=1514px, blobs=16, roughness=2.288)
datasets2/00429.png: TOO_FRAGMENTED (area=1478px, blobs=16, roughness=2.237)
datasets2/00433.png: JAGGED_BOUNDARY (area=1293px, blobs=1, roughness=8.833)
datasets2/00440.png: JAGGED_BOUNDARY (area=1722px, blobs=1, roughness=6.827)
datasets2/00447.png: JAGGED_BOUNDARY (area=5359px, blobs=2, roughness=9.159)
datasets2/00449.png: JAGGED_BOUNDARY (area=6568px, blobs=2, roughness=7.885)
datasets2/00451.png: JAGGED_BOUNDARY (area=1557px, blobs=1, roughness=9.163)
datasets2/00456.png: JAGGED_BOUNDARY (area=7075px, blobs=1, roughness=7.707)
datasets2/00458.png: JAGGED_BOUNDARY (area=1764px, blobs=1, roughness=6.569)
datasets2/00459.png: TOO_FRAGMENTED (area=1612px, blobs=17, roughness=2.367)
datasets2/00461.png: JAGGED_BOUNDARY (area=4402px, blobs=4, roughness=4.218)
datasets2/00466.png: JAGGED_BOUNDARY (area=7722px, blobs=1, roughness=8.291)
datasets2/00471.png: JAGGED_BOUNDARY (area=5827px, blobs=2, roughness=7.306)
datasets2/00472.png: JAGGED_BOUNDARY (area=4821px, blobs=3, roughness=4.774)
datasets2/00473.png: JAGGED_BOUNDARY (area=1475px, blobs=1, roughness=9.022)
datasets2/00476.png: JAGGED_BOUNDARY (area=4550px, blobs=3, roughness=5.209)
datasets2/00481.png: JAGGED_BOUNDARY (area=1698px, blobs=1, roughness=8.76)
datasets2/00483.png: JAGGED_BOUNDARY (area=6145px, blobs=2, roughness=7.527)
datasets2/00490.png: TOO_FRAGMENTED (area=1457px, blobs=17, roughness=2.195)
datasets2/00492.png: JAGGED_BOUNDARY (area=4231px, blobs=4, roughness=4.914)
datasets2/00494.png: TOO_FRAGMENTED (area=1664px, blobs=17, roughness=2.439)
datasets2/00498.png: JAGGED_BOUNDARY (area=1330px, blobs=1, roughness=7.315)
datasets2/00499.png: JAGGED_BOUNDARY (area=7981px, blobs=1, roughness=6.532)
datasets2/00500.png: JAGGED_BOUNDARY (area=7413px, blobs=3, roughness=9.628)
datasets2/00519.png: JAGGED_BOUNDARY (area=8186px, blobs=1, roughness=7.123)
datasets2/00520.png: TOO_FRAGMENTED (area=1571px, blobs=16, roughness=2.394)
datasets2/00525.png: JAGGED_BOUNDARY (area=1301px, blobs=1, roughness=6.577)
datasets2/00530.png: JAGGED_BOUNDARY (area=6273px, blobs=2, roughness=6.623)
datasets2/00531.png: JAGGED_BOUNDARY (area=1277px, blobs=1, roughness=8.686)
datasets2/00536.png: JAGGED_BOUNDARY (area=4893px, blobs=3, roughness=4.643)
datasets2/00543.png: JAGGED_BOUNDARY (area=7061px, blobs=3, roughness=9.409)
datasets2/00547.png: JAGGED_BOUNDARY (area=6481px, blobs=2, roughness=7.384)
datasets2/00548.png: JAGGED_BOUNDARY (area=1277px, blobs=1, roughness=8.686)
datasets2/00550.png: TOO_FRAGMENTED (area=1985px, blobs=19, roughness=2.414)
datasets2/00555.png: JAGGED_BOUNDARY (area=1199px, blobs=1, roughness=9.04)
datasets2/00558.png: JAGGED_BOUNDARY (area=1516px, blobs=1, roughness=7.955)
datasets2/00564.png: JAGGED_BOUNDARY (area=1531px, blobs=1, roughness=6.821)
datasets2/00573.png: JAGGED_BOUNDARY (area=7054px, blobs=1, roughness=7.009)
datasets2/00576.png: JAGGED_BOUNDARY (area=4245px, blobs=1, roughness=15.449)
datasets2/00582.png: JAGGED_BOUNDARY (area=3212px, blobs=2, roughness=7.568)
datasets2/00584.png: JAGGED_BOUNDARY (area=7268px, blobs=1, roughness=7.187)
datasets2/00593.png: JAGGED_BOUNDARY (area=1397px, blobs=1, roughness=9.47)
datasets2/00597.png: TOO_FRAGMENTED (area=1362px, blobs=17, roughness=2.389)
datasets2/00613.png: JAGGED_BOUNDARY (area=3968px, blobs=1, roughness=12.962)
datasets2/00614.png: JAGGED_BOUNDARY (area=5018px, blobs=3, roughness=4.51)
datasets2/00615.png: JAGGED_BOUNDARY (area=4174px, blobs=1, roughness=14.525)
datasets2/00619.png: JAGGED_BOUNDARY (area=4119px, blobs=1, roughness=14.718)
datasets2/00620.png: TOO_FRAGMENTED (area=2251px, blobs=16, roughness=1.685)
datasets2/00621.png: JAGGED_BOUNDARY (area=7920px, blobs=1, roughness=7.375)
datasets2/00629.png: JAGGED_BOUNDARY (area=4617px, blobs=3, roughness=5.026)
datasets2/00630.png: JAGGED_BOUNDARY (area=4245px, blobs=1, roughness=15.449)
datasets2/00636.png: JAGGED_BOUNDARY (area=5088px, blobs=2, roughness=8.919)
datasets2/00637.png: JAGGED_BOUNDARY (area=4367px, blobs=3, roughness=5.628)
datasets2/00642.png: JAGGED_BOUNDARY (area=1680px, blobs=1, roughness=8.681)
datasets2/00644.png: JAGGED_BOUNDARY (area=5982px, blobs=2, roughness=6.927)
datasets2/00645.png: JAGGED_BOUNDARY (area=1472px, blobs=1, roughness=9.043)
datasets2/00647.png: JAGGED_BOUNDARY (area=1198px, blobs=1, roughness=8.262)
datasets2/00650.png: JAGGED_BOUNDARY (area=1245px, blobs=1, roughness=8.54)
datasets2/00652.png: TOO_FRAGMENTED (area=1960px, blobs=16, roughness=1.69)
datasets2/00654.png: JAGGED_BOUNDARY (area=4624px, blobs=3, roughness=5.065)
datasets2/00663.png: JAGGED_BOUNDARY (area=1634px, blobs=1, roughness=8.768)
datasets2/00669.png: JAGGED_BOUNDARY (area=7528px, blobs=2, roughness=13.428)
datasets2/00670.png: JAGGED_BOUNDARY (area=8968px, blobs=1, roughness=7.67)
datasets2/00672.png: TOO_FRAGMENTED (area=2116px, blobs=20, roughness=2.032)
datasets2/00674.png: JAGGED_BOUNDARY (area=1269px, blobs=1, roughness=8.641)
datasets2/00676.png: JAGGED_BOUNDARY (area=7452px, blobs=1, roughness=8.22)
datasets2/00677.png: JAGGED_BOUNDARY (area=5843px, blobs=2, roughness=7.013)
datasets2/00683.png: JAGGED_BOUNDARY (area=4719px, blobs=3, roughness=4.897)
datasets2/00685.png: TOO_FRAGMENTED (area=2005px, blobs=18, roughness=2.269)
datasets2/00689.png: JAGGED_BOUNDARY (area=4550px, blobs=3, roughness=5.209)
datasets2/00690.png: JAGGED_BOUNDARY (area=1509px, blobs=1, roughness=9.089)
datasets2/00691.png: JAGGED_BOUNDARY (area=5022px, blobs=1, roughness=15.194)
datasets2/00693.png: JAGGED_BOUNDARY (area=7054px, blobs=1, roughness=7.009)
datasets2/00698.png: JAGGED_BOUNDARY (area=7647px, blobs=2, roughness=7.003)
datasets2/00699.png: TOO_FRAGMENTED (area=1571px, blobs=16, roughness=2.394)
datasets2/00701.png: JAGGED_BOUNDARY (area=4370px, blobs=2, roughness=10.08)
datasets2/00702.png: JAGGED_BOUNDARY (area=1164px, blobs=1, roughness=9.328)
datasets2/00703.png: TOO_FRAGMENTED (area=2205px, blobs=20, roughness=2.346)
datasets2/00715.png: JAGGED_BOUNDARY (area=1600px, blobs=1, roughness=8.98)
datasets2/00722.png: TOO_FRAGMENTED (area=2093px, blobs=19, roughness=2.314)
datasets2/00727.png: JAGGED_BOUNDARY (area=4385px, blobs=4, roughness=4.18)
datasets2/00728.png: JAGGED_BOUNDARY (area=6430px, blobs=2, roughness=8.225)
datasets2/00729.png: JAGGED_BOUNDARY (area=4250px, blobs=2, roughness=9.84)
datasets2/00730.png: JAGGED_BOUNDARY (area=1399px, blobs=1, roughness=8.847)
datasets2/00731.png: JAGGED_BOUNDARY (area=7665px, blobs=2, roughness=13.067)
datasets2/00732.png: JAGGED_BOUNDARY (area=4245px, blobs=1, roughness=15.449)
datasets2/00734.png: JAGGED_BOUNDARY (area=7475px, blobs=1, roughness=12.514)
datasets2/00736.png: JAGGED_BOUNDARY (area=1498px, blobs=1, roughness=6.758)
datasets2/00739.png: JAGGED_BOUNDARY (area=4425px, blobs=4, roughness=4.175)
datasets2/00740.png: JAGGED_BOUNDARY (area=6978px, blobs=2, roughness=7.477)
datasets2/00743.png: JAGGED_BOUNDARY (area=1277px, blobs=1, roughness=8.686)
datasets2/00746.png: JAGGED_BOUNDARY (area=4748px, blobs=1, roughness=14.069)
datasets2/00748.png: TOO_FRAGMENTED (area=1571px, blobs=16, roughness=2.394)
datasets2/00754.png: JAGGED_BOUNDARY (area=6727px, blobs=1, roughness=6.724)
datasets2/00763.png: JAGGED_BOUNDARY (area=3894px, blobs=2, roughness=9.308)
datasets2/00765.png: TOO_FRAGMENTED (area=1909px, blobs=19, roughness=2.462)
datasets2/00766.png: JAGGED_BOUNDARY (area=4010px, blobs=2, roughness=9.169)
datasets2/00768.png: JAGGED_BOUNDARY (area=1307px, blobs=1, roughness=8.882)
datasets2/00772.png: JAGGED_BOUNDARY (area=1323px, blobs=1, roughness=8.742)
datasets2/00776.png: JAGGED_BOUNDARY (area=1224px, blobs=1, roughness=8.49)
datasets2/00781.png: JAGGED_BOUNDARY (area=1531px, blobs=1, roughness=6.821)
datasets2/00784.png: TOO_FRAGMENTED (area=1864px, blobs=20, roughness=2.331)
datasets2/00786.png: JAGGED_BOUNDARY (area=7012px, blobs=3, roughness=14.141)
datasets2/00787.png: JAGGED_BOUNDARY (area=1478px, blobs=1, roughness=9.001)
datasets2/00791.png: JAGGED_BOUNDARY (area=1312px, blobs=1, roughness=6.605)
datasets2/00792.png: TOO_FRAGMENTED (area=2039px, blobs=16, roughness=1.678)
datasets2/00793.png: JAGGED_BOUNDARY (area=6640px, blobs=1, roughness=13.157)
datasets2/00796.png: JAGGED_BOUNDARY (area=4729px, blobs=3, roughness=5.189)
datasets2/00800.png: JAGGED_BOUNDARY (area=8474px, blobs=3, roughness=8.612)
datasets2/00803.png: JAGGED_BOUNDARY (area=7310px, blobs=3, roughness=9.897)
datasets2/00808.png: JAGGED_BOUNDARY (area=7515px, blobs=1, roughness=7.379)
datasets2/00819.png: JAGGED_BOUNDARY (area=1489px, blobs=1, roughness=6.608)
datasets2/00822.png: JAGGED_BOUNDARY (area=1399px, blobs=1, roughness=8.847)
datasets2/00826.png: TOO_FRAGMENTED (area=2068px, blobs=20, roughness=2.235)
datasets2/00828.png: JAGGED_BOUNDARY (area=7528px, blobs=2, roughness=13.428)
datasets2/00831.png: JAGGED_BOUNDARY (area=7054px, blobs=1, roughness=7.009)
datasets2/00832.png: TOO_FRAGMENTED (area=1839px, blobs=16, roughness=1.708)
datasets2/00834.png: JAGGED_BOUNDARY (area=1531px, blobs=1, roughness=6.821)
datasets2/00835.png: JAGGED_BOUNDARY (area=6640px, blobs=1, roughness=13.157)
datasets2/00839.png: JAGGED_BOUNDARY (area=5960px, blobs=2, roughness=7.618)
datasets2/00845.png: TOO_FRAGMENTED (area=2291px, blobs=16, roughness=1.659)
datasets2/00848.png: JAGGED_BOUNDARY (area=1266px, blobs=1, roughness=7.076)
datasets2/00852.png: JAGGED_BOUNDARY (area=1292px, blobs=1, roughness=8.677)
datasets2/00855.png: JAGGED_BOUNDARY (area=1344px, blobs=1, roughness=9.023)
datasets2/00856.png: JAGGED_BOUNDARY (area=4442px, blobs=2, roughness=8.991)
datasets2/00869.png: JAGGED_BOUNDARY (area=1367px, blobs=1, roughness=7.465)
datasets2/00874.png: TOO_FRAGMENTED (area=1736px, blobs=16, roughness=2.689)
datasets2/00878.png: JAGGED_BOUNDARY (area=4550px, blobs=3, roughness=5.209)
datasets2/00881.png: JAGGED_BOUNDARY (area=1531px, blobs=1, roughness=6.821)
datasets2/00883.png: JAGGED_BOUNDARY (area=7607px, blobs=3, roughness=10.613)
datasets2/00891.png: TOO_FRAGMENTED (area=1554px, blobs=17, roughness=2.328)
datasets2/00892.png: JAGGED_BOUNDARY (area=3993px, blobs=2, roughness=8.307)
datasets2/00895.png: JAGGED_BOUNDARY (area=1399px, blobs=1, roughness=8.847)
datasets2/00899.png: JAGGED_BOUNDARY (area=4556px, blobs=3, roughness=5.278)
datasets2/00905.png: TOO_FRAGMENTED (area=1587px, blobs=17, roughness=2.303)
datasets2/00908.png: JAGGED_BOUNDARY (area=1339px, blobs=1, roughness=6.661)
datasets2/00910.png: JAGGED_BOUNDARY (area=1277px, blobs=1, roughness=8.686)
datasets2/00911.png: JAGGED_BOUNDARY (area=6137px, blobs=2, roughness=7.005)
datasets2/00915.png: JAGGED_BOUNDARY (area=1806px, blobs=1, roughness=6.856)
datasets2/00916.png: JAGGED_BOUNDARY (area=7528px, blobs=2, roughness=13.428)
datasets2/00925.png: JAGGED_BOUNDARY (area=1240px, blobs=1, roughness=8.438)
datasets2/00926.png: JAGGED_BOUNDARY (area=6894px, blobs=1, roughness=6.226)
datasets2/00931.png: JAGGED_BOUNDARY (area=6005px, blobs=1, roughness=7.389)
datasets2/00932.png: TOO_FRAGMENTED (area=1514px, blobs=16, roughness=2.288)
datasets2/00935.png: JAGGED_BOUNDARY (area=4282px, blobs=2, roughness=8.957)
datasets2/00937.png: JAGGED_BOUNDARY (area=1334px, blobs=1, roughness=7.29)
datasets2/00940.png: JAGGED_BOUNDARY (area=7707px, blobs=3, roughness=9.497)
datasets2/00942.png: JAGGED_BOUNDARY (area=1531px, blobs=1, roughness=6.821)
datasets2/00943.png: JAGGED_BOUNDARY (area=1574px, blobs=1, roughness=8.354)
datasets2/00946.png: JAGGED_BOUNDARY (area=4427px, blobs=4, roughness=4.167)
datasets2/00949.png: JAGGED_BOUNDARY (area=4439px, blobs=2, roughness=8.65)
datasets2/00950.png: JAGGED_BOUNDARY (area=7054px, blobs=1, roughness=7.009)
datasets2/00951.png: JAGGED_BOUNDARY (area=1215px, blobs=1, roughness=8.654)
datasets2/00953.png: TOO_FRAGMENTED (area=1575px, blobs=16, roughness=2.375)
datasets2/00962.png: TOO_FRAGMENTED (area=1514px, blobs=16, roughness=2.288)
datasets2/00967.png: JAGGED_BOUNDARY (area=4245px, blobs=1, roughness=15.449)
datasets2/00974.png: JAGGED_BOUNDARY (area=1890px, blobs=2, roughness=3.649)
datasets2/00975.png: TOO_FRAGMENTED (area=1474px, blobs=16, roughness=2.313)
datasets2/00981.png: JAGGED_BOUNDARY (area=4245px, blobs=1, roughness=15.449)
datasets2/00982.png: JAGGED_BOUNDARY (area=4245px, blobs=1, roughness=15.449)
datasets2/00992.png: JAGGED_BOUNDARY (area=1596px, blobs=1, roughness=8.909)
datasets2/00993.png: JAGGED_BOUNDARY (area=1177px, blobs=1, roughness=8.212)
datasets2/00996.png: JAGGED_BOUNDARY (area=1032px, blobs=1, roughness=9.321)
datasets2/01004.png: JAGGED_BOUNDARY (area=1452px, blobs=1, roughness=7.779)
datasets2/01005.png: JAGGED_BOUNDARY (area=6710px, blobs=3, roughness=10.485)
datasets2/01007.png: JAGGED_BOUNDARY (area=1277px, blobs=1, roughness=8.686)
datasets2/01009.png: JAGGED_BOUNDARY (area=1239px, blobs=1, roughness=8.479)
datasets2/01018.png: TOO_FRAGMENTED (area=1200px, blobs=16, roughness=2.719)
datasets2/01020.png: JAGGED_BOUNDARY (area=1293px, blobs=1, roughness=6.872)
datasets2/01025.png: JAGGED_BOUNDARY (area=4422px, blobs=2, roughness=9.708)
datasets2/01028.png: JAGGED_BOUNDARY (area=8646px, blobs=1, roughness=7.438)
datasets2/01032.png: JAGGED_BOUNDARY (area=7141px, blobs=4, roughness=8.859)
datasets2/01033.png: JAGGED_BOUNDARY (area=7592px, blobs=4, roughness=8.961)
datasets2/01034.png: JAGGED_BOUNDARY (area=1788px, blobs=1, roughness=6.547)
datasets2/01036.png: JAGGED_BOUNDARY (area=1830px, blobs=1, roughness=6.604)
datasets2/01037.png: JAGGED_BOUNDARY (area=1171px, blobs=1, roughness=8.601)
datasets2/01040.png: JAGGED_BOUNDARY (area=4372px, blobs=2, roughness=8.487)
datasets2/01047.png: JAGGED_BOUNDARY (area=1628px, blobs=1, roughness=7.185)
datasets2/01056.png: TOO_FRAGMENTED (area=2103px, blobs=16, roughness=1.676)
datasets2/01063.png: JAGGED_BOUNDARY (area=1569px, blobs=1, roughness=8.791)
datasets2/01066.png: JAGGED_BOUNDARY (area=6358px, blobs=1, roughness=13.086)
datasets2/01069.png: JAGGED_BOUNDARY (area=7479px, blobs=3, roughness=8.705)
datasets2/01071.png: JAGGED_BOUNDARY (area=1531px, blobs=1, roughness=6.821)
datasets2/01075.png: TOO_FRAGMENTED (area=1514px, blobs=16, roughness=2.288)
datasets2/01077.png: JAGGED_BOUNDARY (area=4550px, blobs=3, roughness=5.209)
datasets2/01090.png: JAGGED_BOUNDARY (area=4550px, blobs=3, roughness=5.209)
datasets2/01094.png: JAGGED_BOUNDARY (area=4245px, blobs=1, roughness=15.449)
datasets2/01105.png: JAGGED_BOUNDARY (area=1883px, blobs=2, roughness=3.571)
datasets2/01111.png: JAGGED_BOUNDARY (area=4550px, blobs=3, roughness=5.209)
datasets2/01115.png: JAGGED_BOUNDARY (area=1198px, blobs=1, roughness=8.598)
datasets2/01116.png: JAGGED_BOUNDARY (area=6781px, blobs=2, roughness=6.316)
datasets2/01117.png: JAGGED_BOUNDARY (area=5710px, blobs=2, roughness=7.408)
datasets2/01121.png: JAGGED_BOUNDARY (area=1531px, blobs=1, roughness=6.821)
datasets2/01125.png: JAGGED_BOUNDARY (area=1144px, blobs=1, roughness=8.637)
datasets2/01133.png: JAGGED_BOUNDARY (area=1399px, blobs=1, roughness=8.847)
datasets2/01142.png: JAGGED_BOUNDARY (area=6640px, blobs=1, roughness=13.157)
datasets2/01144.png: JAGGED_BOUNDARY (area=7528px, blobs=2, roughness=13.428)
datasets2/01146.png: JAGGED_BOUNDARY (area=7577px, blobs=1, roughness=7.427)
datasets2/01149.png: TOO_FRAGMENTED (area=1904px, blobs=16, roughness=1.72)
datasets2/01156.png: JAGGED_BOUNDARY (area=7076px, blobs=2, roughness=7.466)
datasets2/01159.png: JAGGED_BOUNDARY (area=5941px, blobs=2, roughness=7.637)
datasets2/01161.png: JAGGED_BOUNDARY (area=7054px, blobs=1, roughness=7.009)
datasets2/01163.png: TOO_FRAGMENTED (area=2031px, blobs=19, roughness=2.273)
datasets2/01165.png: JAGGED_BOUNDARY (area=4245px, blobs=1, roughness=15.449)
datasets2/01166.png: JAGGED_BOUNDARY (area=4550px, blobs=3, roughness=5.209)
datasets2/01171.png: JAGGED_BOUNDARY (area=4263px, blobs=2, roughness=9.43)
datasets2/01172.png: JAGGED_BOUNDARY (area=4550px, blobs=3, roughness=5.209)
datasets2/01178.png: JAGGED_BOUNDARY (area=1412px, blobs=1, roughness=6.452)
datasets2/01183.png: TOO_FRAGMENTED (area=1571px, blobs=16, roughness=2.394)
datasets2/01196.png: JAGGED_BOUNDARY (area=4723px, blobs=3, roughness=5.04)
datasets2/01210.png: TOO_FRAGMENTED (area=1514px, blobs=16, roughness=2.288)
datasets2/01212.png: JAGGED_BOUNDARY (area=4550px, blobs=3, roughness=5.209)
datasets2/01218.png: JAGGED_BOUNDARY (area=6883px, blobs=2, roughness=7.709)
datasets2/01225.png: JAGGED_BOUNDARY (area=3521px, blobs=1, roughness=14.292)
datasets2/01226.png: JAGGED_BOUNDARY (area=8351px, blobs=2, roughness=12.792)
datasets2/01228.png: JAGGED_BOUNDARY (area=1277px, blobs=1, roughness=8.686)
datasets2/01231.png: JAGGED_BOUNDARY (area=4738px, blobs=3, roughness=5.109)
datasets2/01236.png: JAGGED_BOUNDARY (area=1399px, blobs=1, roughness=8.847)
datasets2/01237.png: JAGGED_BOUNDARY (area=7487px, blobs=2, roughness=7.181)
datasets2/01240.png: JAGGED_BOUNDARY (area=7156px, blobs=2, roughness=7.424)
datasets2/01243.png: JAGGED_BOUNDARY (area=7355px, blobs=3, roughness=9.267)
datasets2/01249.png: JAGGED_BOUNDARY (area=6040px, blobs=2, roughness=7.351)
datasets2/01255.png: JAGGED_BOUNDARY (area=6838px, blobs=1, roughness=6.243)
datasets2/01258.png: JAGGED_BOUNDARY (area=6985px, blobs=1, roughness=6.354)
datasets2/01261.png: JAGGED_BOUNDARY (area=6404px, blobs=3, roughness=10.511)
datasets2/01262.png: JAGGED_BOUNDARY (area=1399px, blobs=1, roughness=8.847)
datasets2/01266.png: TOO_FRAGMENTED (area=1566px, blobs=16, roughness=2.458)
datasets2/01270.png: JAGGED_BOUNDARY (area=4168px, blobs=1, roughness=13.483)
datasets2/01271.png: TOO_FRAGMENTED (area=1571px, blobs=16, roughness=2.394)
datasets2/01277.png: JAGGED_BOUNDARY (area=8243px, blobs=2, roughness=12.399)
datasets2/01278.png: JAGGED_BOUNDARY (area=4756px, blobs=3, roughness=4.821)
datasets2/01283.png: JAGGED_BOUNDARY (area=4379px, blobs=4, roughness=4.167)
